Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Rating,Return_Rate,Seller_Name,High_Return_Flag,Predicted_Return_Probability
Product_259,Max Product_259,Books,259.73,156,40517.88,4.71,0.11,Seller_B,0,0.2736492907220821
Product_260,Eco Product_260,Clothing,201.05,654,131486.7,2.8,0.12,Seller_C,0,0.3638567470478288
Product_261,Max Product_261,Toys,288.3,65,18739.5,4.58,0.22,Seller_E,1,0.42456979749499985
Product_262,Eco Product_262,Automotive,417.41,9,3756.69,2.05,0.04,Seller_C,0,0.48647541324001076
Product_263,Pro Product_263,Electronics,480.94,407,195742.58,4.82,0.07,Seller_B,0,0.37875335189685605
Product_264,Eco Product_264,Toys,172.17,145,24964.65,3.25,0.02,Seller_A,0,0.32431325609672745
Product_265,Eco Product_265,Beauty,355.09,736,261346.24,4.02,0.01,Seller_E,0,0.5274668052131841
Product_266,Super Product_266,Beauty,30.64,211,6465.04,1.39,0.15,Seller_C,0,0.45404926471872953
Product_267,Super Product_267,Clothing,204.96,347,71121.12,1.41,0.27,Seller_A,1,0.309623661895996
Product_268,Ultra Product_268,Clothing,398.37,325,129470.25,1.75,0.22,Seller_E,1,0.41177503801779347
Product_269,Ultra Product_269,Automotive,62.43,445,27781.35,2.07,0.18,Seller_C,0,0.33459887061977867
Product_270,Pro Product_270,Books,158.63,513,81377.19,3.2,0.13,Seller_B,0,0.2068133328613677
Product_271,Pro Product_271,Automotive,261.74,55,14395.7,2.21,0.07,Seller_C,0,0.4335462071456057
Product_272,Ultra Product_272,Beauty,370.32,832,308106.24,2.26,0.12,Seller_A,0,0.4550935290858869
Product_273,Super Product_273,Automotive,339.29,438,148609.02,1.99,0.09,Seller_A,0,0.35569782104927883
Product_274,Eco Product_274,Beauty,231.29,944,218337.76,4.34,0.1,Seller_E,0,0.4722416676312465
Product_275,Super Product_275,Books,173.76,388,67418.88,4.09,0.17,Seller_E,0,0.309172972340551
Product_276,Super Product_276,Sports,244.67,799,195491.33,4.96,0.26,Seller_D,1,0.35847293219396087
Product_277,Ultra Product_277,Books,399.02,724,288890.48,3.35,0.06,Seller_A,0,0.30201529104237823
Product_278,Ultra Product_278,Home & Kitchen,182.63,544,99350.72,2.97,0.18,Seller_E,0,0.20025584467990065
Product_279,Max Product_279,Home & Kitchen,11.85,442,5237.7,1.45,0.27,Seller_A,1,0.13805250739512098
Product_280,Max Product_280,Automotive,339.57,338,114774.66,2.97,0.27,Seller_A,1,0.3795832266719102
Product_281,Max Product_281,Toys,316.92,217,68771.64,1.31,0.14,Seller_B,0,0.27808779904741154
Product_282,Super Product_282,Toys,499.97,869,434473.93,4.9,0.16,Seller_B,0,0.327901449743246
Product_283,Pro Product_283,Automotive,370.23,389,144019.47,2.51,0.25,Seller_C,1,0.44306049022352184
Product_284,Pro Product_284,Books,285.5,980,279790.0,1.03,0.0,Seller_A,0,0.22477778095708456
Product_285,Eco Product_285,Toys,258.38,308,79581.04,1.91,0.26,Seller_C,1,0.3780132657961263
Product_286,Super Product_286,Books,378.28,83,31397.24,3.01,0.29,Seller_E,1,0.3799689789614431
Product_287,Super Product_287,Automotive,22.21,322,7151.62,3.39,0.06,Seller_E,0,0.32716998760791977
Product_288,Max Product_288,Home & Kitchen,367.78,278,102242.84,4.65,0.16,Seller_C,0,0.3069902847083604
Product_289,Max Product_289,Clothing,41.71,34,1418.14,4.09,0.05,Seller_A,0,0.32657224360902654
Product_290,Ultra Product_290,Books,112.09,215,24099.35,1.24,0.07,Seller_E,0,0.2670321750186627
Product_291,Ultra Product_291,Sports,349.54,802,280331.08,1.39,0.26,Seller_A,1,0.3998722790489931
Product_292,Eco Product_292,Beauty,251.0,807,202557.0,4.55,0.28,Seller_B,1,0.39315484033695175
Product_293,Eco Product_293,Home & Kitchen,255.32,44,11234.08,1.21,0.01,Seller_A,0,0.2018053025823131
Product_294,Pro Product_294,Home & Kitchen,467.8,490,229222.0,1.7,0.16,Seller_C,0,0.2776153893902903
Product_295,Super Product_295,Toys,404.12,979,395633.48,2.43,0.27,Seller_A,1,0.31149522237162774
Product_296,Pro Product_296,Sports,301.97,399,120486.03,1.8,0.25,Seller_C,1,0.4951424105857354
Product_297,Ultra Product_297,Sports,15.28,927,14164.56,1.78,0.14,Seller_D,0,0.2413881272019039
Product_298,Ultra Product_298,Home & Kitchen,178.03,854,152037.62,2.24,0.0,Seller_A,0,0.1527581612499742
Product_299,Eco Product_299,Books,37.76,20,755.2,1.02,0.16,Seller_B,0,0.18782361519461774
Product_300,Super Product_300,Books,232.73,289,67258.97,1.94,0.16,Seller_A,0,0.27116237954205036
Product_301,Eco Product_301,Books,218.68,748,163572.64,2.43,0.15,Seller_E,0,0.2710546277529946
Product_302,Pro Product_302,Books,343.59,734,252195.06,1.86,0.25,Seller_E,1,0.29818102629714816
Product_303,Super Product_303,Home & Kitchen,106.57,797,84936.29,3.91,0.09,Seller_D,0,0.12451317086006283
Product_304,Max Product_304,Beauty,297.09,716,212716.44,4.87,0.04,Seller_E,0,0.5241765252956841
Product_305,Ultra Product_305,Books,131.91,910,120038.1,4.21,0.03,Seller_D,0,0.18551556045831652
Product_306,Super Product_306,Clothing,25.29,801,20257.29,1.64,0.05,Seller_D,0,0.18698568331545742
Product_307,Super Product_307,Books,393.85,139,54745.15,3.05,0.27,Seller_C,1,0.40765829178278473
Product_308,Ultra Product_308,Beauty,288.01,951,273897.51,2.5,0.29,Seller_D,1,0.35607365949239694
Product_309,Eco Product_309,Sports,120.12,40,4804.8,1.34,0.03,Seller_D,0,0.33126063110687154
Product_310,Eco Product_310,Automotive,387.08,194,75093.52,1.29,0.1,Seller_B,0,0.3225377393553348
Product_311,Pro Product_311,Clothing,93.88,606,56891.28,2.61,0.04,Seller_C,0,0.33280935526810135
Product_312,Max Product_312,Automotive,40.88,142,5804.96,1.76,0.29,Seller_C,1,0.34910249902330115
Product_313,Eco Product_313,Toys,453.18,199,90182.82,3.04,0.2,Seller_A,0,0.4024746826044411
Product_314,Ultra Product_314,Home & Kitchen,127.92,395,50528.4,4.45,0.05,Seller_C,0,0.2333073880817829
Product_315,Max Product_315,Sports,214.3,148,31716.4,3.23,0.21,Seller_D,1,0.37923446863265453
Product_316,Pro Product_316,Automotive,347.15,576,199958.4,3.15,0.3,Seller_E,1,0.4011152879169084
Product_317,Pro Product_317,Clothing,447.16,644,287971.04,3.26,0.07,Seller_D,0,0.3222225529493327
Product_318,Pro Product_318,Electronics,215.27,400,86108.0,2.36,0.12,Seller_B,0,0.2674133878613535
Product_319,Ultra Product_319,Toys,150.61,90,13554.9,3.96,0.24,Seller_E,1,0.3688288358262758
Product_320,Ultra Product_320,Sports,355.93,22,7830.46,4.73,0.28,Seller_A,1,0.5290019211308841
Product_321,Super Product_321,Electronics,363.12,755,274155.6,4.18,0.23,Seller_B,1,0.30489386523133083
Product_322,Max Product_322,Electronics,432.53,442,191178.26,4.46,0.11,Seller_D,0,0.35119009233517967
Product_323,Pro Product_323,Home & Kitchen,255.13,150,38269.5,3.04,0.2,Seller_D,0,0.17247266589647217
Product_324,Max Product_324,Automotive,284.92,76,21653.92,3.54,0.04,Seller_A,0,0.39463377445295417
Product_325,Super Product_325,Automotive,102.43,144,14749.92,2.9,0.27,Seller_D,1,0.26652075924914687
Product_326,Ultra Product_326,Toys,123.4,712,87860.8,1.23,0.06,Seller_B,0,0.19754068056967833
Product_327,Eco Product_327,Toys,20.85,836,17430.6,2.64,0.11,Seller_D,0,0.18112893673144417
Product_328,Pro Product_328,Electronics,497.05,83,41255.15,2.61,0.03,Seller_A,0,0.4398596556906761
Product_329,Eco Product_329,Sports,481.87,374,180219.38,1.79,0.27,Seller_C,1,0.5567735179755298
Product_330,Ultra Product_330,Electronics,37.97,873,33147.81,4.27,0.07,Seller_D,0,0.21219759713451689
Product_331,Ultra Product_331,Home & Kitchen,446.33,383,170944.39,1.13,0.08,Seller_A,0,0.22202449187718953
Product_332,Max Product_332,Books,25.63,407,10431.41,3.21,0.19,Seller_A,0,0.2272737782311737
Product_333,Super Product_333,Beauty,173.25,689,119369.25,3.55,0.08,Seller_D,0,0.35962209875047413
Product_334,Eco Product_334,Home & Kitchen,246.8,312,77001.6,1.87,0.2,Seller_B,0,0.154499004260108
Product_335,Eco Product_335,Books,185.57,759,140847.63,3.32,0.11,Seller_E,0,0.2732073710009712
Product_336,Ultra Product_336,Sports,441.7,261,115283.7,2.71,0.08,Seller_B,0,0.4378206576486398
Product_337,Super Product_337,Books,48.01,332,15939.32,1.4,0.13,Seller_E,0,0.24451867909862612
Product_338,Eco Product_338,Beauty,195.8,827,161926.6,1.4,0.28,Seller_D,1,0.32274111672929384
Product_339,Ultra Product_339,Sports,56.63,565,31995.95,4.98,0.13,Seller_E,0,0.4230086320575567
Product_340,Max Product_340,Beauty,340.23,778,264698.94,4.4,0.25,Seller_D,1,0.41764865394367007
Product_341,Eco Product_341,Home & Kitchen,356.75,406,144840.5,2.94,0.08,Seller_C,0,0.27089025174673775
Product_342,Max Product_342,Sports,461.4,568,262075.2,3.23,0.3,Seller_D,1,0.4201212649690257
Product_343,Ultra Product_343,Sports,161.88,69,11169.72,3.58,0.09,Seller_D,0,0.37529184020234
Product_344,Pro Product_344,Home & Kitchen,430.03,573,246407.19,3.88,0.09,Seller_E,0,0.26758577645161086
Product_345,Max Product_345,Automotive,353.09,590,208323.1,3.48,0.14,Seller_C,0,0.4347187834244537
Product_346,Super Product_346,Sports,257.74,82,21134.68,2.74,0.11,Seller_D,0,0.3910638815277609
Product_347,Max Product_347,Home & Kitchen,134.09,463,62083.67,2.1,0.25,Seller_C,1,0.20380672659239799
Product_348,Ultra Product_348,Toys,124.34,413,51352.42,2.74,0.24,Seller_A,1,0.28256601573900864
Product_349,Max Product_349,Books,239.05,707,169008.35,4.04,0.1,Seller_B,0,0.2219047857393517
Product_350,Super Product_350,Automotive,66.22,857,56750.54,1.12,0.2,Seller_E,0,0.26629077672796675
Product_351,Super Product_351,Toys,271.14,82,22233.48,2.34,0.14,Seller_B,0,0.2898931117898842
Product_352,Pro Product_352,Home & Kitchen,428.29,120,51394.8,4.15,0.26,Seller_C,1,0.33008938171746094
Product_353,Ultra Product_353,Sports,64.57,912,58887.84,1.3,0.22,Seller_D,1,0.2486505699009452
Product_354,Eco Product_354,Clothing,363.33,171,62129.43,4.31,0.27,Seller_C,1,0.4844662351924799
Product_355,Pro Product_355,Clothing,325.57,884,287803.88,1.0,0.14,Seller_D,0,0.24147061303757053
Product_356,Pro Product_356,Automotive,454.7,519,235989.3,1.93,0.22,Seller_E,1,0.4212886673459361
Product_357,Eco Product_357,Beauty,105.2,605,63646.0,4.34,0.1,Seller_C,0,0.49057414210420164
Product_358,Super Product_358,Electronics,133.54,270,36055.8,3.46,0.3,Seller_A,1,0.32342601237283547
Product_359,Ultra Product_359,Books,314.81,810,254996.1,1.16,0.17,Seller_C,0,0.2983167723107215
Product_360,Max Product_360,Clothing,240.27,760,182605.2,1.34,0.12,Seller_A,0,0.28608083299948134
Product_361,Max Product_361,Clothing,152.31,770,117278.7,2.64,0.14,Seller_C,0,0.33683068002781275
Product_362,Super Product_362,Home & Kitchen,449.89,696,313123.44,4.38,0.17,Seller_C,0,0.2932104520086838
Product_363,Eco Product_363,Electronics,156.07,786,122671.02,1.4,0.27,Seller_E,1,0.2931129855401944
Product_364,Pro Product_364,Electronics,393.63,499,196421.37,2.5,0.2,Seller_B,0,0.310265186086884
Product_365,Eco Product_365,Clothing,291.64,258,75243.12,1.7,0.14,Seller_E,0,0.38308012460468926
Product_366,Eco Product_366,Electronics,241.25,398,96017.5,1.49,0.03,Seller_B,0,0.2630514632799532
Product_367,Super Product_367,Toys,304.55,486,148011.3,2.31,0.04,Seller_B,0,0.267956016806449
Product_368,Super Product_368,Toys,347.13,353,122536.89,1.39,0.27,Seller_B,1,0.2769663315681619
Product_369,Max Product_369,Toys,125.28,637,79803.36,4.06,0.02,Seller_E,0,0.3166226223822388
Product_370,Pro Product_370,Automotive,120.6,995,119997.0,3.59,0.2,Seller_D,0,0.22069764784059145
Product_371,Max Product_371,Beauty,370.26,522,193275.72,2.4,0.19,Seller_A,0,0.48633151173343303
Product_372,Ultra Product_372,Toys,38.98,674,26272.52,4.01,0.05,Seller_A,0,0.2575340540663031
Product_373,Max Product_373,Beauty,407.47,601,244889.47,4.52,0.3,Seller_A,1,0.5263472692221658
Product_374,Pro Product_374,Automotive,108.48,132,14319.36,1.4,0.29,Seller_D,1,0.2498975933562804
Product_375,Max Product_375,Beauty,140.07,156,21850.92,3.89,0.05,Seller_E,0,0.5083537850103026
Product_376,Pro Product_376,Sports,380.47,625,237793.75,2.06,0.25,Seller_C,1,0.5043128529753544
Product_377,Super Product_377,Beauty,207.09,217,44938.53,1.82,0.23,Seller_C,1,0.5190215875925164
Product_378,Max Product_378,Automotive,324.99,326,105946.74,3.96,0.2,Seller_B,0,0.3324298127096207
Product_379,Eco Product_379,Beauty,409.43,346,141662.78,4.4,0.29,Seller_A,1,0.5487820465731554
Product_380,Eco Product_380,Home & Kitchen,238.41,168,40052.88,1.95,0.19,Seller_A,0,0.19861399996901832
Product_381,Pro Product_381,Electronics,426.76,846,361038.96,2.9,0.26,Seller_A,1,0.3539074921513307
Product_382,Ultra Product_382,Automotive,297.78,980,291824.4,4.25,0.16,Seller_B,0,0.27701058670900625
Product_383,Super Product_383,Home & Kitchen,226.34,759,171792.06,2.41,0.17,Seller_E,0,0.19086869984897314
Product_384,Super Product_384,Toys,472.52,594,280676.88,2.15,0.01,Seller_D,0,0.29924589451968836
Product_385,Ultra Product_385,Electronics,466.44,786,366621.84,1.51,0.12,Seller_D,0,0.29045998777392984
Product_386,Pro Product_386,Sports,334.31,42,14041.02,4.36,0.29,Seller_E,1,0.5530959057696524
Product_387,Pro Product_387,Beauty,50.46,136,6862.56,2.68,0.28,Seller_B,1,0.36065424733964796
Product_388,Ultra Product_388,Beauty,472.84,67,31680.28,2.66,0.25,Seller_D,1,0.4987345345459764
Product_389,Pro Product_389,Electronics,484.33,529,256210.57,4.77,0.22,Seller_C,1,0.4971671219763659
Product_390,Pro Product_390,Sports,344.34,167,57504.78,3.59,0.09,Seller_A,0,0.4927224790625501
Product_391,Ultra Product_391,Sports,448.96,243,109097.28,4.73,0.29,Seller_B,1,0.47505919793975454
Product_392,Eco Product_392,Home & Kitchen,394.33,548,216092.84,1.26,0.2,Seller_E,0,0.2282116946209349
Product_393,Ultra Product_393,Electronics,144.43,674,97345.82,1.86,0.21,Seller_C,1,0.3296872457856922
Product_394,Pro Product_394,Home & Kitchen,216.22,148,32000.56,1.36,0.26,Seller_C,1,0.2342344329590375
Product_395,Pro Product_395,Toys,409.5,934,382473.0,1.28,0.23,Seller_C,1,0.36035349960549906
Product_396,Ultra Product_396,Clothing,435.75,103,44882.25,3.04,0.03,Seller_A,0,0.4265124385497003
Product_397,Super Product_397,Electronics,274.92,523,143783.16,3.47,0.3,Seller_A,1,0.3442068499709047
Product_398,Eco Product_398,Toys,294.99,26,7669.74,4.28,0.19,Seller_B,0,0.3285463974634982
Product_399,Max Product_399,Books,458.8,827,379427.6,1.03,0.14,Seller_A,0,0.27875713864476526
Product_400,Super Product_400,Home & Kitchen,53.84,560,30150.4,3.9,0.02,Seller_B,0,0.12848532978314117
Product_401,Super Product_401,Toys,485.97,555,269713.35,3.88,0.01,Seller_E,0,0.4324808782300745
Product_402,Pro Product_402,Automotive,72.52,633,45905.16,4.16,0.26,Seller_D,1,0.24013339347690027
Product_403,Super Product_403,Clothing,193.06,225,43438.5,2.43,0.18,Seller_D,0,0.2731428106446789
Product_404,Ultra Product_404,Sports,251.99,336,84668.64,4.56,0.2,Seller_C,0,0.5301223337176704
Product_405,Super Product_405,Automotive,457.75,56,25634.0,1.75,0.14,Seller_C,0,0.490487372688877
Product_406,Max Product_406,Clothing,368.38,611,225080.18,3.96,0.02,Seller_E,0,0.41161074477703924
Product_407,Pro Product_407,Electronics,72.95,760,55442.0,4.78,0.03,Seller_A,0,0.2860189816352661
Product_408,Super Product_408,Automotive,242.43,818,198307.74,4.43,0.3,Seller_C,1,0.39362902422535595
Product_409,Max Product_409,Electronics,463.29,59,27334.11,2.15,0.25,Seller_A,1,0.4236004385550558
Product_410,Super Product_410,Automotive,88.95,506,45008.7,4.05,0.29,Seller_D,1,0.25165463092657386
Product_411,Pro Product_411,Books,282.32,455,128455.6,4.41,0.22,Seller_B,1,0.25385148765903276
Product_412,Super Product_412,Beauty,326.81,25,8170.25,4.92,0.05,Seller_D,0,0.4916310843502631
Product_413,Ultra Product_413,Books,55.18,668,36860.24,2.25,0.11,Seller_D,0,0.16515829900570062
Product_414,Pro Product_414,Home & Kitchen,22.05,659,14530.95,4.27,0.2,Seller_C,0,0.19136500794648242
Product_415,Ultra Product_415,Books,313.72,605,189800.6,3.83,0.01,Seller_A,0,0.29431075351847114
Product_416,Max Product_416,Beauty,168.64,357,60204.48,3.84,0.29,Seller_B,1,0.3961118189158146
Product_417,Ultra Product_417,Sports,255.82,220,56280.4,2.69,0.24,Seller_C,1,0.5113397567922724
Product_418,Ultra Product_418,Automotive,68.0,741,50388.0,1.95,0.26,Seller_A,1,0.2553175595902117
Product_419,Eco Product_419,Automotive,393.76,753,296501.28,1.38,0.15,Seller_A,0,0.3361969591476765
Product_420,Ultra Product_420,Home & Kitchen,347.69,309,107436.21,1.74,0.2,Seller_C,0,0.26014009113100295
Product_421,Max Product_421,Sports,6.41,782,5012.62,4.67,0.13,Seller_A,0,0.34598399957978476
Product_422,Ultra Product_422,Books,279.0,111,30969.0,2.31,0.07,Seller_C,0,0.36248027379487496
Product_423,Max Product_423,Home & Kitchen,149.72,106,15870.32,2.0,0.23,Seller_A,1,0.18450059321283063
Product_424,Super Product_424,Electronics,330.83,938,310318.54,2.11,0.09,Seller_D,0,0.25154056899193883
Product_425,Eco Product_425,Beauty,15.86,937,14860.82,2.77,0.24,Seller_A,1,0.34159140531404014
Product_426,Ultra Product_426,Home & Kitchen,287.81,983,282917.23,3.1,0.19,Seller_D,0,0.1378603932331725
Product_427,Super Product_427,Sports,299.76,538,161270.88,1.42,0.23,Seller_E,1,0.44686309943271724
Product_428,Ultra Product_428,Electronics,249.94,895,223696.3,3.22,0.17,Seller_C,0,0.36300636384721247
Product_429,Pro Product_429,Sports,136.57,474,64734.18,3.35,0.0,Seller_C,0,0.4589801548170419
Product_430,Eco Product_430,Toys,83.57,785,65602.45,4.56,0.03,Seller_A,0,0.26799286211359397
Product_431,Max Product_431,Clothing,264.5,93,24598.5,1.35,0.18,Seller_A,0,0.34715114002877795
Product_432,Ultra Product_432,Electronics,329.44,704,231925.76,2.59,0.21,Seller_B,1,0.2778829631254751
Product_433,Ultra Product_433,Home & Kitchen,17.78,297,5280.66,2.9,0.17,Seller_A,0,0.15798569081736477
Product_434,Super Product_434,Electronics,82.66,420,34717.2,3.71,0.1,Seller_A,0,0.300421161474674
Product_435,Ultra Product_435,Electronics,341.8,626,213966.8,3.33,0.23,Seller_E,1,0.39032007944024055
Product_436,Pro Product_436,Beauty,77.63,244,18941.72,2.85,0.18,Seller_A,0,0.4233378805875607
Product_437,Ultra Product_437,Electronics,224.03,881,197370.43,2.1,0.16,Seller_C,0,0.3394698377267437
Product_438,Max Product_438,Books,379.37,362,137331.94,4.79,0.15,Seller_C,0,0.4106568575684593
Product_439,Max Product_439,Home & Kitchen,424.3,130,55159.0,3.17,0.22,Seller_B,1,0.21252113500939923
Product_440,Max Product_440,Automotive,18.89,309,5837.01,3.59,0.27,Seller_A,1,0.29628522094518284
Product_441,Pro Product_441,Clothing,139.3,746,103917.8,2.97,0.11,Seller_C,0,0.33987178215433184
Product_442,Max Product_442,Home & Kitchen,163.52,88,14389.76,3.59,0.29,Seller_A,1,0.20492713712521196
Product_443,Pro Product_443,Automotive,162.54,826,134258.04,2.45,0.14,Seller_E,0,0.31303594402947477
Product_444,Super Product_444,Home & Kitchen,436.03,474,206678.22,1.34,0.26,Seller_C,1,0.26574189494228384
Product_445,Max Product_445,Sports,152.29,87,13249.23,2.81,0.25,Seller_A,1,0.4241647552090538
Product_446,Super Product_446,Books,262.66,702,184387.32,1.16,0.22,Seller_E,1,0.269381746370724
Product_447,Super Product_447,Clothing,247.67,421,104269.07,2.07,0.06,Seller_D,0,0.26823878660033584
Product_448,Pro Product_448,Clothing,74.33,376,27948.08,2.9,0.06,Seller_C,0,0.35068848520198226
Product_449,Eco Product_449,Toys,189.66,149,28259.34,1.99,0.04,Seller_D,0,0.2553831240219617
Product_450,Max Product_450,Automotive,197.71,650,128511.5,1.1,0.01,Seller_E,0,0.31806091153028626
Product_451,Max Product_451,Toys,171.41,311,53308.51,2.68,0.01,Seller_B,0,0.2513118958151397
Product_452,Ultra Product_452,Clothing,140.28,270,37875.6,2.29,0.1,Seller_B,0,0.2578461167207053
Product_453,Eco Product_453,Automotive,448.59,994,445898.46,3.7,0.1,Seller_A,0,0.36720642497624245
Product_454,Super Product_454,Electronics,84.81,621,52667.01,1.42,0.02,Seller_A,0,0.2555051555450318
Product_455,Max Product_455,Electronics,336.8,831,279880.8,2.31,0.15,Seller_E,0,0.3550260493922569
Product_456,Pro Product_456,Electronics,33.99,269,9143.31,2.42,0.15,Seller_B,0,0.23230805106693278
Product_457,Eco Product_457,Electronics,299.28,136,40702.08,3.5,0.13,Seller_A,0,0.385757990952818
Product_458,Super Product_458,Toys,269.7,100,26970.0,3.94,0.22,Seller_A,1,0.3677247700252321
Product_459,Ultra Product_459,Beauty,80.41,987,79364.67,3.33,0.29,Seller_B,1,0.308147036291669
Product_460,Max Product_460,Electronics,199.26,343,68346.18,3.8,0.3,Seller_E,1,0.3780253422100518
Product_461,Super Product_461,Electronics,396.45,210,83254.5,3.19,0.08,Seller_A,0,0.40504865069923474
Product_462,Eco Product_462,Clothing,69.63,788,54868.44,3.84,0.16,Seller_A,0,0.2717166284255398
Product_463,Super Product_463,Automotive,234.36,330,77338.8,2.78,0.18,Seller_D,0,0.2859959886306934
Product_464,Super Product_464,Electronics,125.95,131,16499.45,4.27,0.19,Seller_A,0,0.3447075342431358
Product_465,Pro Product_465,Clothing,424.31,87,36914.97,2.18,0.22,Seller_B,1,0.3500439191773579
Product_466,Eco Product_466,Home & Kitchen,387.89,958,371598.62,4.81,0.18,Seller_D,0,0.17112034828368006
Product_467,Pro Product_467,Home & Kitchen,346.03,51,17647.53,3.61,0.04,Seller_E,0,0.28078531414220725
Product_468,Eco Product_468,Clothing,433.69,100,43369.0,1.65,0.11,Seller_D,0,0.3398157358597544
Product_469,Pro Product_469,Clothing,243.92,186,45369.12,3.5,0.13,Seller_D,0,0.3045469926333634
Product_470,Pro Product_470,Toys,187.72,363,68142.36,1.79,0.09,Seller_C,0,0.34970143467537074
Product_471,Pro Product_471,Electronics,170.83,692,118214.36,3.58,0.2,Seller_C,0,0.3618382840854136
Product_472,Pro Product_472,Toys,249.57,924,230602.68,2.53,0.13,Seller_A,0,0.2746728835652277
Product_473,Pro Product_473,Toys,314.99,79,24884.21,3.04,0.25,Seller_D,1,0.3083257070626655
Product_474,Super Product_474,Beauty,409.6,492,201523.2,4.93,0.07,Seller_C,0,0.6101141379377659
Product_475,Eco Product_475,Automotive,311.4,554,172515.6,2.6,0.15,Seller_C,0,0.4102951719181823
Product_476,Pro Product_476,Beauty,156.27,40,6250.8,4.91,0.22,Seller_D,1,0.4338554050848508
Product_477,Pro Product_477,Home & Kitchen,302.54,708,214198.32,3.61,0.1,Seller_A,0,0.19743810470524986
Product_478,Max Product_478,Electronics,284.97,169,48159.93,1.33,0.07,Seller_B,0,0.2896941307139178
Product_479,Super Product_479,Automotive,173.68,378,65651.04,1.77,0.14,Seller_B,0,0.25681321231550813
Product_480,Eco Product_480,Electronics,316.66,638,202029.08,2.9,0.25,Seller_C,1,0.40164656652393016
Product_481,Pro Product_481,Beauty,33.58,56,1880.48,3.39,0.1,Seller_E,0,0.4741342954586176
Product_482,Max Product_482,Home & Kitchen,388.61,23,8938.03,1.46,0.06,Seller_C,0,0.2885914949706753
Product_483,Ultra Product_483,Home & Kitchen,171.88,759,130456.92,1.66,0.04,Seller_E,0,0.17273938427969912
Product_484,Eco Product_484,Books,416.19,211,87816.09,4.27,0.23,Seller_C,1,0.42795526376046794
Product_485,Super Product_485,Clothing,424.29,622,263908.38,1.48,0.23,Seller_B,1,0.2961237874976812
Product_486,Eco Product_486,Automotive,210.9,863,182006.7,1.02,0.22,Seller_C,1,0.32813242602299325
Product_487,Ultra Product_487,Automotive,255.32,765,195319.8,2.22,0.04,Seller_A,0,0.3072685573086726
Product_488,Pro Product_488,Books,118.44,134,15870.96,2.45,0.21,Seller_B,1,0.2132981856172753
Product_489,Pro Product_489,Beauty,107.84,823,88752.32,4.03,0.16,Seller_A,0,0.39940924625459084
Product_490,Ultra Product_490,Clothing,182.98,508,92953.84,1.22,0.27,Seller_B,1,0.23855585457956566
Product_491,Eco Product_491,Clothing,496.14,248,123042.72,3.44,0.19,Seller_C,0,0.5069113571887613
Product_492,Super Product_492,Books,244.38,114,27859.32,3.47,0.14,Seller_D,0,0.2533771333639902
Product_493,Super Product_493,Electronics,24.09,617,14863.53,1.21,0.23,Seller_A,1,0.23821867741898106
Product_494,Super Product_494,Sports,244.73,310,75866.3,1.72,0.24,Seller_C,1,0.4831715346070657
Product_495,Super Product_495,Books,302.87,206,62391.22,1.58,0.27,Seller_D,1,0.23817580328795732
Product_496,Super Product_496,Automotive,408.16,97,39591.52,2.97,0.01,Seller_E,0,0.4620330105336904
Product_497,Ultra Product_497,Beauty,252.98,27,6830.46,2.5,0.12,Seller_B,0,0.43174007618137283
Product_498,Max Product_498,Books,487.46,824,401667.04,1.07,0.11,Seller_E,0,0.3205887295243431
Product_499,Ultra Product_499,Clothing,135.59,352,47727.68,2.04,0.23,Seller_D,1,0.2444442192693436
Product_500,Eco Product_500,Toys,370.25,526,194751.5,2.67,0.06,Seller_D,0,0.283592801783628
